record_id,month,day,year,Avg1,Avg2
474715,4,1,1881,62.3894,33.3518
474716,5,1,1881,58.1054,33.9026
474717,6,1,1881,55.724,34.5056
474718,7,1,1881,53.7368,33.152
474719,8,1,1881,53.5478,33.233
474720,9,1,1881,54.7124,33.053
474721,10,1,1881,56.4116,33.2996
474722,11,1,1881,59.909,35.2616
474723,12,1,1881,61.3328,34.25
474724,1,1,1882,63.95,34.421
474725,2,1,1882,64.0076,33.989
474726,3,1,1882,65.8814,33.2366
474727,4,1,1882,62.3336,33.485
474728,5,1,1882,56.9372,33.4796
474729,6,1,1882,55.7726,33.5336
474730,7,1,1882,53.2382,33.0746
474731,8,1,1882,52.5848,33.9098
474732,9,1,1882,55.3298,32.9594
474733,10,1,1882,55.2326,33.0278
474734,11,1,1882,57.9938,33.6866
474735,12,1,1882,63.0734,33.3212
474736,1,1,1883,66.4988,34.4948
474737,2,1,1883,67.5698,33.9692
474738,3,1,1883,66.0056,34.2698
474739,4,1,1883,59.7668,32.9648
474740,5,1,1883,57.5726,33.062
474741,6,1,1883,54.7052,32.9018
474742,7,1,1883,53.186,33.6614
474743,8,1,1883,52.3112,34.3544
474744,9,1,1883,53.465,33.9566
474745,10,1,1883,55.049,32.7866
474746,11,1,1883,57.3908,32.9594
474747,12,1,1883,60.1736,33.4454
474748,1,1,1884,60.395,34.637
474749,2,1,1884,62.1914,35.8142
474750,3,1,1884,62.2904,34.0322
474751,4,1,1884,59,33.2168
474752,5,1,1884,55.1102,32.855
474753,6,1,1884,54.2336,32.9684
474754,7,1,1884,52.961,32.6912
474755,8,1,1884,53.8376,33.0566
474756,9,1,1884,54.1688,33.5354
474757,10,1,1884,55.6142,33.8342
474758,11,1,1884,57.0794,32.8802
474759,12,1,1884,60.629,34.5164
474760,1,1,1885,62.4416,33.3176
474761,2,1,1885,64.7294,33.5138
474762,3,1,1885,63.32,35.0942
474763,4,1,1885,59.3492,33.0008
474764,5,1,1885,56.7068,33.098
474765,6,1,1885,55.1498,32.7578
474766,7,1,1885,53.8214,34.3634
474767,8,1,1885,52.322,33.8954
474768,9,1,1885,53.7494,33.7946
474769,10,1,1885,55.1138,33.0242
474770,11,1,1885,58.1846,33.7154
474771,12,1,1885,61.4156,34.196
474772,1,1,1886,65.1902,35.8088
474773,2,1,1886,67.172,33.5732
474774,3,1,1886,64.6844,33.2906
474775,4,1,1886,62.0294,33.7388
474776,5,1,1886,57.2702,33.0404
474777,6,1,1886,53.006,32.7686
474778,7,1,1886,51.4418,33.1556
474779,8,1,1886,52.5488,34.3598
474780,9,1,1886,53.1788,32.774
474781,10,1,1886,55.5548,33.872
474782,11,1,1886,59.3492,34.322
474783,12,1,1886,61.0826,34.1402
474784,1,1,1887,67.6958,34.826
474785,2,1,1887,67.2818,35.4812
474786,3,1,1887,66.1226,33.6758
474787,4,1,1887,62.3516,33.9314
474788,5,1,1887,57.398,34.1564
474789,6,1,1887,55.4756,33.6506
474790,7,1,1887,53.2598,33.5732
474791,8,1,1887,50.8226,33.1574
474792,9,1,1887,53.4272,32.9504
474793,10,1,1887,55.382,33.1016
474794,11,1,1887,57.407,33.6146
474795,12,1,1887,60.476,33.359
474796,1,1,1888,63.2462,34.6622
474797,2,1,1888,62.6252,34.1042
474798,3,1,1888,63.0212,34.4462
474799,4,1,1888,58.7786,33.917
474800,5,1,1888,56.9876,33.575
474801,6,1,1888,53.8592,34.178
474802,7,1,1888,53.2688,33.2006
474803,8,1,1888,54.0266,33.3356
474804,9,1,1888,53.6252,33.1952
474805,10,1,1888,55.4774,34.0286
474806,11,1,1888,56.2874,33.2672
474807,12,1,1888,58.3574,35.0222
474808,1,1,1889,65.3126,33.3248
474809,2,1,1889,65.6438,33.3086
474810,3,1,1889,63.7178,33.3356
474811,4,1,1889,60.4274,33.4274
474812,5,1,1889,57.5258,33.0242
474813,6,1,1889,54.7448,35.06
474814,7,1,1889,53.1392,33.9512
474815,8,1,1889,52.8134,33.5516
474816,9,1,1889,55.904,34.7684
474817,10,1,1889,56.8202,33.5462
474818,11,1,1889,58.8074,34.1222
474819,12,1,1889,62.6936,33.6038
474820,1,1,1890,62.3732,33.5552
474821,2,1,1890,66.074,34.3382
474822,3,1,1890,64.013,33.5984
474823,4,1,1890,62.0564,33.593
474824,5,1,1890,57.182,33.9818
474825,6,1,1890,55.7168,33.9116
474826,7,1,1890,53.6972,33.9062
474827,8,1,1890,53.2256,33.1592
474828,9,1,1890,55.103,33.062
474829,10,1,1890,57.722,33.3302
474830,11,1,1890,58.2656,33.314
474831,12,1,1890,62.8574,33.584
474832,1,1,1891,63.7664,33.1358
474833,2,1,1891,65.4764,34.2536
474834,3,1,1891,63.6818,33.0008
474835,4,1,1891,59.8388,33.962
474836,5,1,1891,56.2838,33.0152
474837,6,1,1891,51.6722,33.4832
474838,7,1,1891,51.9278,33.008
474839,8,1,1891,53.087,33.2384
474840,9,1,1891,55.0886,33.1358
474841,10,1,1891,56.4242,33.368
474842,11,1,1891,59.2664,33.1574
474843,12,1,1891,64.3118,33.4238
474844,1,1,1892,64.4414,33.3716
474845,2,1,1892,65.2874,33.4364
474846,3,1,1892,65.813,35.0834
474847,4,1,1892,62.0924,34.2824
474848,5,1,1892,57.3224,33.1664
474849,6,1,1892,54.6674,33.2258
474850,7,1,1892,52.7342,33.3284
474851,8,1,1892,54.3722,33.0314
474852,9,1,1892,54.4604,33.1178
474853,10,1,1892,56.6384,33.3842
474854,11,1,1892,61.5326,33.5462
474855,12,1,1892,61.3796,34.448
474856,1,1,1893,64.8392,33.2438
474857,2,1,1893,65.5826,33.4076
474858,3,1,1893,61.736,33.3536
474859,4,1,1893,61.6892,33.2348
474860,5,1,1893,59.5076,33.575
474861,6,1,1893,54.7988,33.8648
474862,7,1,1893,54.0212,33.7064
474863,8,1,1893,55.1912,33.2906
474864,9,1,1893,55.8158,33.323
474865,10,1,1893,58.3538,33.728
474866,11,1,1893,62.6162,34.2554
474867,12,1,1893,61.9214,33.1844
474868,1,1,1894,66.4952,32.9522
474869,2,1,1894,66.461,33.6056
474870,3,1,1894,63.9932,33.9674
474871,4,1,1894,59.6714,33.5588
474872,5,1,1894,57.263,33.5066
474873,6,1,1894,54.8618,33.584
474874,7,1,1894,52.8008,34.3616
474875,8,1,1894,52.4282,34.1798
474876,9,1,1894,53.5262,33.1538
474877,10,1,1894,56.4746,33.404
474878,11,1,1894,59.369,33.629
474879,12,1,1894,64.4774,33.3734
474880,1,1,1895,66.3926,33.296
474881,2,1,1895,66.1892,33.0674
474882,3,1,1895,64.0562,33.1322
474883,4,1,1895,59.576,33.4922
474884,5,1,1895,57.3242,32.9144
474885,6,1,1895,54.284,32.8946
474886,7,1,1895,49.856,33.2582
474887,8,1,1895,51.0422,33.2438
474888,9,1,1895,54.653,33.008
474889,10,1,1895,56.255,32.999
474890,11,1,1895,57.6788,33.6164
474891,12,1,1895,63.6314,33.3878
474892,1,1,1896,65.2532,33.0458
474893,2,1,1896,65.0732,34.8062
474894,3,1,1896,65.5088,33.4364
474895,4,1,1896,61.5632,33.3122
474896,5,1,1896,57.5402,33.4202
474897,6,1,1896,55.5926,33.3032
474898,7,1,1896,53.402,33.2456
474899,8,1,1896,51.9332,33.575
474900,9,1,1896,55.4864,33.494
474901,10,1,1896,54.8402,33.2744
474902,11,1,1896,57.794,33.0224
474903,12,1,1896,64.3982,34.3796
474904,1,1,1897,65.282,33.7676
474905,2,1,1897,67.5266,33.4814
474906,3,1,1897,64.5656,32.9468
474907,4,1,1897,60.773,33.107
474908,5,1,1897,58.0964,33.6722
474909,6,1,1897,54.329,32.9612
474910,7,1,1897,53.3984,33.0224
474911,8,1,1897,52.6856,33.0242
474912,9,1,1897,54.6152,33.161
474913,10,1,1897,55.6286,33.2384
474914,11,1,1897,58.8524,33.6056
474915,12,1,1897,61.3634,33.161
474916,1,1,1898,64.184,33.6686
474917,2,1,1898,63.0464,33.1088
474918,3,1,1898,62.582,33.4166
474919,4,1,1898,61.1852,33.3986
474920,5,1,1898,57.848,33.3752
474921,6,1,1898,54.6044,32.8424
474922,7,1,1898,53.5946,32.7884
474923,8,1,1898,52.9232,32.8334
474924,9,1,1898,54.41,32.765
474925,10,1,1898,55.7258,32.7398
474926,11,1,1898,59.945,34.0772
474927,12,1,1898,63.2912,33.3896
474928,1,1,1899,64.9976,33.89
474929,2,1,1899,65.435,34.196
474930,3,1,1899,64.4108,32.9954
474931,4,1,1899,62.5514,33.4976
474932,5,1,1899,56.0822,32.9648
474933,6,1,1899,54.7304,33.0098
474934,7,1,1899,50.7902,33.1484
474935,8,1,1899,52.2824,33.1844
474936,9,1,1899,54.7484,33.0926
474937,10,1,1899,56.0768,32.765
474938,11,1,1899,58.8128,33.0998
474939,12,1,1899,62.1266,34.5038
474940,1,1,1900,63.5216,33.4292
474941,2,1,1900,64.9418,34.8314
474942,3,1,1900,65.705,33.9314
474943,4,1,1900,63.8816,36.0518
474944,5,1,1900,58.001,33.1556
474945,6,1,1900,54.7088,34.016
474946,7,1,1900,53.195,33.2942
474947,8,1,1900,54.6584,33.1412
474948,9,1,1900,54.2462,33.44
474949,10,1,1900,57.452,33.242
474950,11,1,1900,58.7264,33.1754
474951,12,1,1900,60.8306,33.602
474952,1,1,1901,63.3002,34.0106
474953,2,1,1901,64.0166,33.7388
474954,3,1,1901,63.1346,32.9126
474955,4,1,1901,61.2158,33.7154
474956,5,1,1901,56.6996,34.5362
474957,6,1,1901,56.5016,33.0782
474958,7,1,1901,52.2374,32.9918
474959,8,1,1901,52.6334,32.846
474960,9,1,1901,55.5188,32.936
474961,10,1,1901,56.5088,33.5264
474962,11,1,1901,57.9272,33.26
474963,12,1,1901,60.7568,33.6974
474964,1,1,1902,63.6782,34.9124
474965,2,1,1902,65.3342,33.5012
474966,3,1,1902,64.8788,33.341
474967,4,1,1902,60.5408,32.8028
474968,5,1,1902,55.9454,33.0116
474969,6,1,1902,54.4154,33.1196
474970,7,1,1902,51.2114,33.6686
474971,8,1,1902,51.4832,34.1672
474972,9,1,1902,51.4508,33.3914
474973,10,1,1902,53.996,32.8946
474974,11,1,1902,57.4736,33.9584
474975,12,1,1902,59.7794,33.224
474976,1,1,1903,61.9214,34.2194
474977,2,1,1903,64.7798,33.4472
474978,3,1,1903,63.455,32.9684
474979,4,1,1903,59.351,34.1078
474980,5,1,1903,56.939,32.873
474981,6,1,1903,53.7134,34.1294
474982,7,1,1903,53.015,33.1196
474983,8,1,1903,52.1906,33.7064
474984,9,1,1903,54.1328,33.5066
474985,10,1,1903,58.8254,33.3374
474986,11,1,1903,61.1024,33.1052
474987,12,1,1903,64.2344,33.2996
474988,1,1,1904,64.2776,35.6612
474989,2,1,1904,64.607,33.8666
474990,3,1,1904,63.6494,33.5822
474991,4,1,1904,60.1376,33.0062
474992,5,1,1904,56.7086,32.7686
474993,6,1,1904,53.8628,33.3698
474994,7,1,1904,52.9268,32.8388
474995,8,1,1904,52.5434,33.3698
474996,9,1,1904,53.7818,33.449
474997,10,1,1904,55.0958,33.2114
474998,11,1,1904,57.5834,34.0916
474999,12,1,1904,59.018,35.6558
475000,1,1,1905,61.6046,37.301
475001,2,1,1905,64.778,33.134
475002,3,1,1905,64.1372,33.0944
475003,4,1,1905,60.9404,33.116
475004,5,1,1905,58.9136,35.0492
475005,6,1,1905,54.5288,33.1574
475006,7,1,1905,52.2824,33.2546
475007,8,1,1905,52.61,33.0512
475008,9,1,1905,54.2426,33.2654
475009,10,1,1905,54.9896,33.818
475010,11,1,1905,59.126,33.4472
475011,12,1,1905,61.304,34.1474
475012,1,1,1906,62.1986,33.7946
475013,2,1,1906,62.897,34.853
475014,3,1,1906,62.2706,34.1402
475015,4,1,1906,59.6426,34.1258
475016,5,1,1906,56.7086,32.9828
475017,6,1,1906,53.663,33.1286
475018,7,1,1906,53.5352,33.269
475019,8,1,1906,52.889,33.7388
475020,9,1,1906,53.5748,32.783
475021,10,1,1906,56.399,33.1826
475022,11,1,1906,58.262,34.4426
475023,12,1,1906,62.2886,33.2744
475024,1,1,1907,65.0444,34.6316
475025,2,1,1907,65.0462,33.7748
475026,3,1,1907,65.5232,34.0916
475027,4,1,1907,62.8358,33.809
475028,5,1,1907,56.795,33.5138
475029,6,1,1907,53.9258,33.1718
475030,7,1,1907,52.8746,33.2078
475031,8,1,1907,53.5262,32.9864
475032,9,1,1907,54.0806,33.2744
475033,10,1,1907,56.12,33.0494
475034,11,1,1907,60.908,34.7198
475035,12,1,1907,65.138,33.9836
475036,1,1,1908,65.678,33.404
475037,2,1,1908,65.7032,33.7082
475038,3,1,1908,65.0084,33.1052
475039,4,1,1908,61.0646,33.3284
475040,5,1,1908,58.4276,33.4976
475041,6,1,1908,54.5288,33.0476
475042,7,1,1908,51.827,33.0008
475043,8,1,1908,52.0196,33.1376
475044,9,1,1908,54.6044,33.3068
475045,10,1,1908,55.1534,33.4058
475046,11,1,1908,59.0054,32.9846
475047,12,1,1908,60.8666,33.143
475048,1,1,1909,63.1886,33.8378
475049,2,1,1909,65.2496,33.917
475050,3,1,1909,65.3576,33.3428
475051,4,1,1909,60.7262,33.8018
475052,5,1,1909,58.874,33.656
475053,6,1,1909,56.6186,33.4976
475054,7,1,1909,54.9716,33.8468
475055,8,1,1909,54.0068,33.2744
475056,9,1,1909,55.4414,33.2132
475057,10,1,1909,56.3432,33.4436
475058,11,1,1909,60.6308,33.62
475059,12,1,1909,64.3388,34.1492
475060,1,1,1910,66.9434,33.4562
475061,2,1,1910,68.585,33.9548
475062,3,1,1910,66.1334,33.314
475063,4,1,1910,59.6534,33.0044
475064,5,1,1910,58.487,32.7074
475065,6,1,1910,55.6394,33.2402
475066,7,1,1910,53.546,33.278
475067,8,1,1910,54.0068,32.6822
475068,9,1,1910,54.7772,32.7272
475069,10,1,1910,57.4646,33.2726
475070,11,1,1910,60.7172,33.0872
475071,12,1,1910,62.1086,33.0458
475072,1,1,1911,64.0544,33.6776
475073,2,1,1911,64.4558,33.3482
475074,3,1,1911,65.9552,33.2204
475075,4,1,1911,64.6502,34.1438
475076,5,1,1911,58.5716,33.1034
475077,6,1,1911,54.8042,33.4058
475078,7,1,1911,53.0888,33.2258
475079,8,1,1911,53.5748,32.954
475080,9,1,1911,54.536,33.1934
475081,10,1,1911,55.463,33.116
475082,11,1,1911,58.6562,34.178
475083,12,1,1911,60.1016,35.5568
475084,1,1,1912,63.2624,34.7324
475085,2,1,1912,63.8708,33.2654
475086,3,1,1912,62.5748,35.168
475087,4,1,1912,60.7388,33.1016
475088,5,1,1912,55.8914,33.0224
